area,source_file,key,plural_category,plural_category_required_for_locales,english_source,context,placeholders_keep_exact,glossary_terms_to_review,current_de,current_es,current_fr,current_ja,current_ko,current_pl,current_pt-br,current_pt-pt,current_ru,current_zh-cn,current_zh-tw
host,l10n/bundle.l10n.json,$(edit) Enter revision manually,,,$(edit) Enter revision manually,VS Code quick pick item with codicon prefix. Keep the $(icon-name) token intact.,,,$(edit) Revision manuell eingeben,$(edit) Introduzca la revisión manualmente,$(edit) ​​Saisir la révision manuellement,$(edit) 手動でリビジョンを入力してください,$(edit) (편집) 수정 내용을 수동으로 입력하세요,$(edit) Wprowadź wersję ręcznie,$(edit) (editar) Insira a revisão manualmente,$(edit) (editar) Insira a revisão manualmente,$(edit) Введите версию вручную,$(edit) 手动输入修订版本,$(edit) 手動輸入修訂版本
host,l10n/bundle.l10n.json,$(github) GitHub,,,$(github) GitHub,VS Code quick pick item with codicon prefix. Keep the $(icon-name) token intact.,,GitHub,$(github) GitHub,$(github) GitHub,$(github) GitHub,$(github) GitHub,$(github) GitHub,$(github) GitHub,$(github) GitHub,$(github) GitHub,$(github) GitHub,$(github) GitHub,$(github) GitHub
host,l10n/bundle.l10n.json,$(gitlab) GitLab,,,$(gitlab) GitLab,VS Code quick pick item with codicon prefix. Keep the $(icon-name) token intact.,,GitLab,$(gitlab) GitLab,$(gitlab) GitLab,$(gitlab) GitLab,$(gitlab) GitLab,$(gitlab) GitLab,$(gitlab) GitLab,$(gitlab) GitLab,$(gitlab) GitLab,$(gitlab) GitLab,$(gitlab) GitLab,$(gitlab) GitLab
host,l10n/bundle.l10n.json,$(globe) Public,,,$(globe) Public,VS Code quick pick item with codicon prefix. Keep the $(icon-name) token intact.,,,$(globe) Öffentlich,$(globe) Público,$(globe) Public,$(globe) 公開,$(globe) 공개,$(globe) Publiczny,$(globe) Público,$(globe) Público,$(globe) Публичный,$(globe) 公开,$(globe) 公開
host,l10n/bundle.l10n.json,$(link) Enter Clone URL,,,$(link) Enter Clone URL,VS Code quick pick item with codicon prefix. Keep the $(icon-name) token intact.,,URL,$(link) URL zum Klonen eingeben,$(link) Introduzca la URL del clon,$(link) Entrez l'URL du clone,$(link) クローンURLを入力してください,$(link) (링크) 클론 URL을 입력하세요,$(link) Wprowadź adres URL klonu,$(link) Insira o URL de clonagem,$(link) Insira o URL de clonagem,$(link) Введите URL-адрес клонирования,$(link) 输入克隆 URL,$(link) 輸入克隆 URL
host,l10n/bundle.l10n.json,$(list-tree) Browse My Repositories,,,$(list-tree) Browse My Repositories,VS Code quick pick item with codicon prefix. Keep the $(icon-name) token intact.,,,$(list-tree) Meine Repositories durchsuchen,$(list-tree) Explorar mis repositorios,$(list-tree) Parcourir mes dépôts,$(list-tree) マイリポジトリを閲覧する,$(list-tree) 내 저장소 찾아보기,$(list-tree) Przeglądaj moje repozytoria,$(list-tree) Navegue pelos meus repositórios,$(list-tree) Navegue pelos meus repositórios,$(list-tree) Просмотреть мои репозитории,$(list-tree) 浏览我的仓库,$(list-tree) 瀏覽我的倉庫
host,l10n/bundle.l10n.json,$(lock) Private,,,$(lock) Private,VS Code quick pick item with codicon prefix. Keep the $(icon-name) token intact.,,,$(lock) Privat,$(lock) Privado,$(lock) Privé,$(lock) プライベート,$(lock) 개인,$(lock) Prywatny,$(lock) Privado,$(lock) Privado,$(lock) Частный,$(lock) 私有,$(lock) 私有
host,l10n/bundle.l10n.json,$(remote) SSH,,,$(remote) SSH,VS Code quick pick item with codicon prefix. Keep the $(icon-name) token intact.,,SSH; remote,$(remote) SSH,$(remote) SSH,$(remote) SSH,$(remote) SSH,$(remote) SSH,$(remote) SSH,$(remote) SSH,$(remote) SSH,$(remote) SSH,$(remote) SSH,$(remote) SSH
host,l10n/bundle.l10n.json,Add the new repository as a separate remote,,,Add the new repository as a separate remote,"Extension-host runtime notification, command label, quick pick text, or status message.",,remote,Das neue Repository als separaten Remote hinzufügen,Agregue el nuevo repositorio como un repositorio remoto separado.,Ajoutez le nouveau dépôt en tant que dépôt distant distinct,新しいリポジトリを別のリモートとして追加する,새 저장소를 별도의 원격 저장소로 추가합니다.,Dodaj nowe repozytorium jako osobny zdalny,Adicione o novo repositório como um repositório remoto separado.,Adicione o novo repositório como um repositório remoto separado.,Добавьте новый репозиторий как отдельный удалённый репозиторий.,将新仓库添加为单独的远程仓库,將新倉庫新增為單獨的遠端倉庫
host,l10n/bundle.l10n.json,All merge conflicts are resolved.,,,All merge conflicts are resolved.,"Extension-host runtime notification, command label, quick pick text, or status message.",,merge,Alle Merge-Konflikte wurden behoben.,Todos los conflictos de fusión están resueltos.,Tous les conflits de fusion sont résolus.,マージの競合はすべて解決されました。,모든 병합 충돌이 해결되었습니다.,Wszystkie konflikty scalania zostały rozwiązane.,Todos os conflitos de mesclagem foram resolvidos.,Todos os conflitos de mesclagem foram resolvidos.,Все конфликты слияния разрешены.,所有合并冲突均已解决。,所有合併衝突均已解決。
host,l10n/bundle.l10n.json,Abort Merge,,,Abort Merge,"Extension-host runtime notification, command label, quick pick text, or status message.",,merge,Zusammenführung abbrechen,Cancelar fusión,Abandonner la fusion,マージを中止,병합 중단,Przerwij scalanie,Anular mesclagem,Anular mesclagem,Прервать слияние,中止合并,中止合併
host,l10n/bundle.l10n.json,Abort the current merge? Local conflict resolutions will be discarded.,,,Abort the current merge? Local conflict resolutions will be discarded.,"Extension-host prompt, validation, or error/empty-state message.",,merge,Aktuelle Zusammenführung abbrechen? Lokale Konfliktlösungen werden verworfen.,¿Cancelar la fusión actual? Se descartarán las resoluciones de conflictos locales.,Abandonner la fusion en cours ? Les résolutions de conflits locales seront ignorées.,現在のマージを中止しますか？ローカルのコンフリクト解決は破棄されます。,현재 병합을 중단하시겠습니까? 로컬 충돌 해결 사항이 삭제됩니다.,Przerwać bieżące scalanie? Lokalne rozwiązania konfliktów zostaną odrzucone.,Anular a mesclagem atual? As resoluções de conflitos locais serão descartadas.,Anular a mesclagem atual? As resoluções de conflitos locais serão descartadas.,Прервать текущее слияние? Локальные разрешения конфликтов будут отменены.,中止当前合并？本地冲突解决方案将被丢弃。,中止目前合併？本機衝突解決方案將被丟棄。
host,l10n/bundle.l10n.json,Aborting merge...,,,Aborting merge...,"Extension-host runtime notification, command label, quick pick text, or status message.",,merge,Zusammenführung wird abgebrochen...,Cancelando fusión...,Abandon de la fusion...,マージを中止しています...,병합 중단 중...,Przerywanie scalania...,Anulando mesclagem...,A anular a mesclagem...,Прерывание слияния...,正在中止合并...,正在中止合併...
host,l10n/bundle.l10n.json,Merge aborted.,,,Merge aborted.,"Extension-host runtime notification, command label, quick pick text, or status message.",,merge,Zusammenführung abgebrochen.,Fusión cancelada.,Fusion abandonnée.,マージが中止されました。,병합이 중단되었습니다.,Scalanie przerwane.,Mesclagem anulada.,Mesclagem anulada.,Слияние прервано.,合并已中止。,合併已中止。
host,l10n/bundle.l10n.json,Anyone on the internet can see this repository,,,Anyone on the internet can see this repository,"Extension-host runtime notification, command label, quick pick text, or status message.",,,Dieses Repository ist für jeden im Internet einsehbar.,Cualquier persona en Internet puede ver este repositorio.,N'importe qui sur Internet peut consulter ce dépôt,インターネット上の誰でもこのリポジトリを見ることができます,인터넷에 있는 누구든지 이 저장소를 볼 수 있습니다.,Każdy w Internecie może zobaczyć to repozytorium,Qualquer pessoa na internet pode ver este repositório.,Qualquer pessoa na internet pode ver este repositório.,Любой пользователь интернета может увидеть этот репозиторий.,任何上网的人都可以看到这个存储库。,任何上網的人都可以看到這個儲存庫。
host,l10n/bundle.l10n.json,Cannot drop the initial commit of the repository.,,,Cannot drop the initial commit of the repository.,"Extension-host prompt, validation, or error/empty-state message.",,commit,Der erste Commit des Repositorys kann nicht verworfen werden.,No se puede eliminar la confirmación inicial del repositorio.,Impossible de supprimer le commit initial du dépôt.,リポジトリの最初のコミットを削除することはできません。,저장소의 최초 커밋을 삭제할 수 없습니다.,Nie można usunąć początkowego zatwierdzenia repozytorium.,Não é possível descartar o commit inicial do repositório.,Não é possível descartar o commit inicial do repositório.,Невозможно удалить первый коммит репозитория.,无法删除仓库的初始提交。,無法刪除倉庫的初始提交。
host,l10n/bundle.l10n.json,Cannot undo the initial commit of the repository.,,,Cannot undo the initial commit of the repository.,"Extension-host prompt, validation, or error/empty-state message.",,commit,Der erste Commit des Repositorys kann nicht rückgängig gemacht werden.,No se puede deshacer la confirmación inicial del repositorio.,Impossible d'annuler la validation initiale du dépôt.,リポジトリの最初のコミットを取り消すことはできません。,저장소의 최초 커밋을 되돌릴 수 없습니다.,Nie można cofnąć początkowego zatwierdzenia repozytorium.,Não é possível desfazer a confirmação inicial do repositório.,Não é possível desfazer a confirmação inicial do repositório.,Невозможно отменить первоначальную фиксацию изменений в репозитории.,无法撤销仓库的初始提交。,無法撤銷倉庫的初始提交。
host,l10n/bundle.l10n.json,Changed Files,,,Changed Files,"Extension-host runtime notification, command label, quick pick text, or status message.",,,Geänderte Dateien,Archivos modificados,Fichiers modifiés,変更されたファイル,변경된 파일,Zmienione pliki,Arquivos alterados,Arquivos alterados,Измененные файлы,已更改的文件,已更改的文件
host,l10n/bundle.l10n.json,Changes,,,Changes,"Extension-host runtime notification, command label, quick pick text, or status message.",,,Änderungen,Cambios,Changements,変更点,변경 사항,Zmiany,Mudanças,Mudanças,Изменения,更改,變更
host,l10n/bundle.l10n.json,Changes rolled back.,,,Changes rolled back.,"Extension-host runtime notification, command label, quick pick text, or status message.",,,Änderungen rückgängig gemacht.,Los cambios fueron revertidos.,Modifications annulées.,変更は元に戻されました。,변경 사항이 되돌려졌습니다.,Zmiany zostały wycofane.,Alterações revertidas.,Alterações revertidas.,Изменения отменены.,更改已回滚。,更改已回滾。
host,l10n/bundle.l10n.json,Choose how to clone a repository,,,Choose how to clone a repository,"Extension-host prompt, validation, or error/empty-state message.",,,"Wählen Sie aus, wie ein Repository geklont werden soll.",Elige cómo clonar un repositorio,Choisissez comment cloner un dépôt,リポジトリのクローン方法を選択してください,저장소를 복제하는 방법을 선택하세요,Wybierz sposób klonowania repozytorium,Escolha como clonar um repositório,Escolha como clonar um repositório,Выберите способ клонирования репозитория.,选择克隆仓库的方式,選擇克隆倉庫的方式
